d:\hsom\src\select\shanx015.krn-1 8,0,8,0,6,0,9,0,9,0,9,0,6,0,5,1,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,7,1,7,1,9,1,9,1,9,1,9,1,9,1,8,1,7,1,7,1,7,1,7,1,5,1,5,1,5,1,8,0
d:\hsom\src\select\shanx015.krn-2 7,1,7,1,9,1,9,1,9,1,9,1,9,1,8,1,7,1,7,1,7,1,7,1,5,1,5,1,5,1,8,0,8,0,8,0,6,0,9,0,9,0,9,0,6,0,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx017.krn-0 5,1,5,1,9,1,9,1,7,1,7,1,7,1,7,1,7,1,7,1,5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1,5,1,5,1,7,1,7,1,5,1,5,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx017.krn-1 5,1,5,1,5,1,5,1,7,1,7,1,5,1,5,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,1,5,1,9,1,9,1,7,1,7,1,7,1,7,1,7,1,7,1,5,1,5,1,8,0,8,0,6,0,6,0
d:\hsom\src\select\shanx017.krn-2 5,1,5,1,9,1,9,1,7,1,7,1,7,1,7,1,7,1,7,1,5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1,5,1,5,1,7,1,7,1,5,1,5,1,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx018.krn-0 6,0,6,0,8,0,8,0,8,0,8,0,6,0,9,0,6,0,6,0,8,0,8,0,6,0,6,0,9,0,7,0,8,-1,8,-1,8,-1,8,-1,6,0,6,0,9,0,5,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx018.krn-1 8,-1,8,-1,8,-1,8,-1,6,0,6,0,9,0,5,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,6,0,6,0,8,0,8,0,8,0,8,0,6,0,9,0,6,0,6,0,8,0,8,0,6,0,6,0,9,0,7,0
d:\hsom\src\select\shanx018.krn-2 6,0,6,0,8,0,8,0,8,0,8,0,6,0,9,0,6,0,6,0,8,0,8,0,6,0,6,0,9,0,7,0,8,-1,8,-1,8,-1,8,-1,6,0,6,0,9,0,5,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx021.krn-0 9,1,9,1,9,1,9,1,5,1,5,1,5,1,8,1,7,1,7,1,5,1,5,1,5,1,5,1,5,1,9,1,6,0,6,0,9,0,9,0,5,0,5,0,5,0,6,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx021.krn-1 6,0,6,0,9,0,9,0,5,0,5,0,5,0,6,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,9,1,9,1,9,1,9,1,5,1,5,1,5,1,8,1,7,1,7,1,5,1,5,1,5,1,5,1,5,1,9,1
d:\hsom\src\select\shanx021.krn-2 9,1,9,1,9,1,9,1,5,1,5,1,5,1,8,1,7,1,7,1,5,1,5,1,5,1,5,1,5,1,9,1,6,0,6,0,9,0,9,0,5,0,5,0,5,0,8,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx025.krn-0 6,0,6,0,8,0,8,0,8,0,8,0,7,1,9,0,6,0,6,0,6,0,6,0,6,0,6,0,9,0,9,0,5,0,5,0,8,-1,8,-1,7,0,7,0,9,0,9,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx025.krn-1 5,0,5,0,8,-1,8,-1,7,0,7,0,9,0,9,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,6,0,6,0,8,0,8,0,8,0,8,0,7,1,9,0,6,0,6,0,6,0,6,0,6,0,6,0,9,0,9,0
d:\hsom\src\select\shanx025.krn-2 6,0,6,0,8,0,8,0,8,0,8,0,7,1,9,0,6,0,6,0,6,0,6,0,6,0,6,0,9,0,9,0,5,0,5,0,8,-1,8,-1,6,0,6,0,9,0,5,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx029.krn-0 8,0,8,0,8,0,8,0,8,0,8,0,9,0,9,0,9,0,9,0,9,0,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,6,1,6,1,9,0,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0
d:\hsom\src\select\shanx029.krn-1 8,0,8,0,8,0,7,1,6,1,6,1,9,0,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,8,0,8,0,8,0,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,6,0,6,0,9,0,7,0
d:\hsom\src\select\shanx029.krn-2 8,0,8,0,8,0,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,6,0,6,0,9,0,7,0,9,0,9,0,10,-1,10,-1,8,-1,8,-1,9,-1,9,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx031.krn-0 9,1,9,1,9,1,9,1,9,1,9,1,9,1,7,1,5,1,8,0,6,1,6,1,6,1,6,1,9,1,9,1,7,1,7,1,5,1,8,0,5,1,5,1,9,1,6,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1
d:\hsom\src\select\shanx031.krn-1 7,1,7,1,5,1,8,0,5,1,5,1,9,1,6,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,9,1,9,1,9,1,9,1,9,1,7,1,5,1,8,0,6,1,6,1,6,1,6,1,9,1,9,1
d:\hsom\src\select\shanx031.krn-2 5,1,5,1,9,1,9,1,9,1,9,1,9,1,7,1,5,1,8,0,6,1,6,1,6,1,6,1,9,1,9,1,7,1,7,1,5,1,8,0,5,1,5,1,9,1,6,1,5,1,5,1,5,1,8,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx036.krn-0 7,1,7,1,8,0,8,0,8,0,8,0,6,0,8,0,7,1,7,1,6,0,6,0,6,0,6,0,9,0,9,0,9,0,9,0,7,0,7,0,5,0,5,0,8,-1,8,-1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx036.krn-1 9,0,9,0,7,0,7,0,5,0,5,0,8,-1,8,-1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,7,1,8,0,8,0,8,0,8,0,6,0,8,0,7,1,7,1,6,0,6,0,6,0,6,0,9,0,9,0
d:\hsom\src\select\shanx036.krn-2 7,1,7,1,8,0,8,0,8,0,8,0,6,0,8,0,7,1,7,1,6,0,6,0,6,0,6,0,9,0,9,0,9,0,9,0,7,0,7,0,5,0,5,0,8,-1,8,-1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx037.krn-0 7,1,7,1,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,6,0,6,0,9,0,9,0,7,0,7,0,7,1,7,1,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx037.krn-1 7,1,7,1,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,7,1,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,6,0,6,0,9,0,9,0,7,0,7,0
d:\hsom\src\select\shanx037.krn-2 7,1,7,1,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,6,0,6,0,9,0,9,0,7,0,7,0,6,0,6,0,6,0,6,0,8,0,8,0,9,0,9,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx040.krn-0 6,0,6,0,8,0,8,0,7,0,7,0,7,0,7,0,6,0,6,0,8,0,8,0,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx040.krn-1 5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0,8,0,8,0,7,0,7,0,7,0,7,0,6,0,6,0,8,0,8,0,7,1,7,1,6,1,6,1
d:\hsom\src\select\shanx040.krn-2 6,0,6,0,8,0,8,0,7,0,7,0,7,0,7,0,6,0,6,0,8,0,8,0,7,1,7,1,6,1,6,1,5,1,5,1,8,0,8,0,6,0,6,0,8,0,8,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx043.krn-0 9,0,9,0,9,0,9,0,8,0,8,0,8,0,8,0,8,-1,8,-1,6,-1,6,-1,9,-1,9,-1,9,-1,9,-1,7,0,7,0,7,0,7,0,9,0,9,0,6,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0
d:\hsom\src\select\shanx043.krn-1 7,0,7,0,7,0,7,0,9,0,9,0,6,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,8,0,8,0,8,0,8,0,8,-1,8,-1,6,-1,6,-1,9,-1,9,-1,9,-1,9,-1
d:\hsom\src\select\shanx043.krn-2 9,0,9,0,9,0,9,0,8,0,8,0,8,0,8,0,8,-1,8,-1,6,-1,6,-1,9,-1,9,-1,9,-1,9,-1,7,0,7,0,7,0,7,0,9,0,6,0,5,0,5,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx045.krn-0 6,0,6,0,11,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,7,1,5,1,5,1,8,0,8,0,6,0,6,0,11,0,11,0,6,0,6,0,5,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx045.krn-1 6,0,6,0,11,0,11,0,6,0,6,0,5,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0,11,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,7,1,5,1,5,1,8,0,8,0
d:\hsom\src\select\shanx045.krn-2 6,0,6,0,11,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,7,1,7,1,5,1,5,1,8,0,8,0,6,0,6,0,11,0,11,0,6,0,6,0,8,0,8,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx057.krn-0 9,0,9,0,9,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,8,-1,6,-1,6,-1,6,-1,6,-1,8,-1,8,-1,5,0,5,0,5,0,5,0,5,0,5,0,9,0,9,0,5,0,5,0,10,-1,10,-1,8,-1,8,-1
d:\hsom\src\select\shanx057.krn-1 8,-1,8,-1,5,0,5,0,5,0,5,0,5,0,5,0,9,0,9,0,5,0,5,0,10,-1,10,-1,8,-1,8,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,8,-1,8,-1,6,-1,6,-1,8,-1,8,-1
d:\hsom\src\select\shanx057.krn-2 6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,8,-1,8,-1,6,-1,6,-1,8,-1,8,-1,6,0,6,0,9,0,9,0,9,0,9,0,6,0,6,0,5,0,5,0,5,0,5,0,9,-1,9,-1,6,-1,6,-1
d:\hsom\src\select\shanx057.krn-3 6,0,6,0,9,0,9,0,9,0,9,0,6,0,6,0,5,0,5,0,5,0,5,0,9,-1,9,-1,6,-1,6,-1,7,0,7,0,5,0,5,0,10,-1,10,-1,8,-1,8,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1
d:\hsom\src\select\shanx070.krn-0 8,0,8,0,8,0,8,0,6,0,6,0,9,0,9,0,8,0,8,0,8,0,8,0,6,0,6,0,9,0,9,0,6,0,6,0,6,0,6,0,8,0,8,0,9,0,9,0,7,0,7,0,5,0,5,0,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx070.krn-1 6,0,6,0,6,0,6,0,8,0,8,0,9,0,9,0,7,0,7,0,5,0,5,0,8,-1,8,-1,8,-1,8,-1,5,1,5,1,5,1,5,1,10,0,10,0,8,0,8,0,6,0,6,0,6,0,6,0,9,0,9,0,7,0,7,0
d:\hsom\src\select\shanx070.krn-2 5,1,5,1,5,1,5,1,10,0,10,0,8,0,8,0,6,0,6,0,6,0,6,0,9,0,9,0,7,0,7,0,6,0,6,0,5,0,5,0,7,0,7,0,8,-1,8,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1
d:\hsom\src\select\shanx072.krn-0 8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0,6,0,6,0,8,0,8,0,5,1,5,1,5,1,5,1,5,1,5,1,8,0,8,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx072.krn-1 6,0,6,0,8,0,8,0,5,1,5,1,5,1,5,1,5,1,5,1,8,0,8,0,6,0,6,0,6,0,6,0,6,0,6,0,8,0,8,0,5,1,5,1,5,1,5,1,5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1
d:\hsom\src\select\shanx072.krn-2 6,0,6,0,8,0,8,0,5,1,5,1,5,1,5,1,5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1,8,0,8,0,6,0,6,0,9,0,9,0,7,0,7,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
d:\hsom\src\select\shanx072.krn-3 8,0,8,0,6,0,6,0,9,0,9,0,7,0,7,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,6,0,6,0,8,-1,8,-1,5,0,5,0,5,0,5,0,7,0,7,0,4,0,4,0,4,0,4,0,8,0,8,0
d:\hsom\src\select\shanx072.krn-4 6,0,6,0,8,-1,8,-1,5,0,5,0,5,0,5,0,7,0,7,0,4,0,4,0,4,0,4,0,8,0,8,0,6,0,6,0,4,0,4,0,7,0,7,0,4,0,4,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx072.krn-5 6,0,6,0,4,0,4,0,7,0,7,0,4,0,4,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,8,0,8,0,5,1,5,1,5,1,5,1,5,1,5,1,8,0,8,0
d:\hsom\src\select\shanx072.krn-6 6,0,6,0,6,0,6,0,6,0,6,0,8,0,8,0,5,1,5,1,5,1,5,1,5,1,5,1,8,0,8,0,4,0,4,0,4,0,4,0,6,0,6,0,6,0,6,0,4,0,4,0,7,0,7,0,5,0,5,0,5,0,5,0
d:\hsom\src\select\shanx105.krn-0 5,1,5,1,8,0,5,1,6,0,6,0,6,0,6,0,6,0,6,0,5,1,5,1,8,0,8,0,6,0,6,0,5,1,5,1,8,0,6,0,9,0,9,0,7,0,7,0,5,0,5,0,5,0,5,0,8,-1,8,-1,6,-1,6,-1
d:\hsom\src\select\shanx105.krn-1 5,1,5,1,8,0,6,0,9,0,9,0,7,0,7,0,5,0,5,0,5,0,5,0,8,-1,8,-1,6,-1,6,-1,5,1,5,1,6,0,6,0,5,1,5,1,8,0,8,0,6,0,6,0,6,0,6,0,9,0,9,0,7,0,5,0
d:\hsom\src\select\shanx105.krn-2 5,1,5,1,6,0,6,0,5,1,5,1,8,0,8,0,6,0,6,0,6,0,6,0,9,0,9,0,7,0,5,0,7,0,7,0,8,-1,8,-1,6,-1,6,-1,5,0,5,0,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1
d:\hsom\src\select\shanx106.krn-0 5,1,5,1,7,1,7,1,9,1,9,1,7,1,5,1,8,0,8,0,6,0,9,0,7,0,7,0,7,0,7,0,5,1,5,1,7,1,7,1,9,1,9,1,7,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx106.krn-1 5,1,5,1,7,1,7,1,9,1,9,1,7,1,5,1,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,5,1,5,1,7,1,7,1,9,1,9,1,7,1,5,1,8,0,8,0,6,0,9,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx106.krn-2 5,1,5,1,7,1,7,1,9,1,9,1,7,1,5,1,8,0,8,0,6,0,9,0,7,0,7,0,7,0,7,0,6,0,6,0,5,1,5,1,8,0,8,0,6,0,9,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx157.krn-0 8,0,8,0,8,0,6,0,9,0,9,0,6,0,6,0,8,0,8,0,8,0,6,0,9,0,9,0,6,0,6,0,8,0,8,0,8,0,5,1,9,0,6,0,9,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
d:\hsom\src\select\shanx157.krn-1 8,0,8,0,8,0,5,1,9,0,6,0,9,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0,6,0,8,0,7,1,7,1,10,0,10,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0
d:\hsom\src\select\shanx157.krn-2 6,0,6,0,6,0,8,0,7,1,7,1,10,0,10,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,6,0,9,0,9,0,8,0,8,0,5,0,5,0,7,0,7,0,9,0,9,0,8,0,8,0,5,0,5,0,7,0,7,0
d:\hsom\src\select\shanx157.krn-3 9,0,9,0,8,0,8,0,5,0,5,0,7,0,7,0,9,0,9,0,8,0,8,0,5,0,5,0,7,0,7,0,5,0,5,0,5,0,7,0,6,0,6,0,10,-1,10,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx161.krn-0 6,0,6,0,6,0,6,0,6,0,6,0,8,0,8,0,6,0,6,0,6,0,6,0,4,0,4,0,9,0,9,0,7,0,7,0,7,0,7,0,7,0,7,0,9,0,9,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx161.krn-1 7,0,7,0,7,0,7,0,7,0,7,0,9,0,9,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,9,0,9,0,9,0,9,0,9,0,9,0,7,0,7,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
d:\hsom\src\select\shanx161.krn-2 9,0,9,0,9,0,9,0,9,0,9,0,7,0,7,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,6,0,6,0,6,0,6,0,6,0,6,0,9,0,9,0,7,0,7,0,7,0,7,0,7,0,7,0,9,0,9,0
d:\hsom\src\select\shanx161.krn-3 6,0,6,0,6,0,6,0,6,0,6,0,9,0,9,0,7,0,7,0,7,0,7,0,7,0,7,0,9,0,9,0,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,8,-1,8,-1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
d:\hsom\src\select\shanx161.krn-4 6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,8,-1,8,-1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,9,0,9,0,7,0,7,0,5,0,5,0,8,-1,8,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1
d:\hsom\src\select\shanx166.krn-0 6,0,6,0,8,0,6,0,7,0,7,0,7,0,7,0,8,0,8,0,6,0,9,0,7,0,7,0,7,0,7,0,6,0,6,0,6,0,6,0,8,0,8,0,6,0,9,0,7,0,9,0,7,0,5,0,8,-1,8,-1,8,-1,8,-1
d:\hsom\src\select\shanx166.krn-1 6,0,6,0,6,0,6,0,8,0,8,0,6,0,9,0,7,0,9,0,7,0,5,0,8,-1,8,-1,8,-1,8,-1,7,0,7,0,7,0,7,0,6,0,6,0,6,0,6,0,8,-1,8,-1,5,0,5,0,4,0,4,0,4,0,4,0
d:\hsom\src\select\shanx166.krn-2 7,0,7,0,7,0,7,0,6,0,6,0,6,0,6,0,8,-1,8,-1,5,0,5,0,4,0,4,0,4,0,4,0,8,-1,8,-1,8,-1,5,0,8,-1,8,-1,6,-1,9,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1
d:\hsom\src\select\shanx167.krn-0 5,0,5,0,7,0,9,0,10,-1,10,-1,8,-1,8,-1,6,0,6,0,8,0,5,1,6,0,6,0,6,0,6,0,9,0,9,0,7,0,9,0,5,0,5,0,8,-1,5,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
d:\hsom\src\select\shanx167.krn-1 9,0,9,0,7,0,9,0,5,0,5,0,8,-1,5,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,6,0,6,0,8,0,5,1,6,0,6,0,4,0,9,0,7,0,7,0,9,0,9,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx167.krn-2 6,0,6,0,8,0,5,1,6,0,6,0,4,0,9,0,7,0,7,0,9,0,9,0,6,0,6,0,6,0,6,0,5,0,5,0,10,-1,8,-1,6,-1,6,-1,7,-1,7,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1
d:\hsom\src\select\shanx178.krn-0 9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,6,1,6,1,6,1,6,1,5,1,5,1,5,1,5,1,7,1,7,1,5,1,5,1,8,0,8,0,5,1,5,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1
d:\hsom\src\select\shanx178.krn-1 7,1,7,1,5,1,5,1,8,0,8,0,5,1,5,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,9,1,9,1,5,1,5,1,5,1,5,1,5,1,5,1,7,1,7,1,7,1,7,1,7,1,7,1,8,0,8,0
d:\hsom\src\select\shanx178.krn-2 9,1,9,1,5,1,5,1,5,1,5,1,5,1,5,1,7,1,7,1,7,1,7,1,7,1,7,1,8,0,8,0,6,0,6,0,8,0,8,0,6,0,6,0,9,0,9,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx184.krn-0 9,1,9,1,9,1,9,1,5,1,5,1,7,1,7,1,6,1,6,1,6,1,6,1,5,1,5,1,8,0,8,0,9,1,9,1,5,1,5,1,5,1,5,1,7,1,9,1,5,1,5,1,10,0,8,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx184.krn-1 9,1,9,1,5,1,5,1,5,1,5,1,7,1,9,1,5,1,5,1,10,0,8,0,6,0,6,0,6,0,6,0,9,1,9,1,5,1,5,1,5,1,5,1,7,1,7,1,6,0,6,0,5,1,5,1,10,0,10,0,8,0,8,0
d:\hsom\src\select\shanx184.krn-2 9,1,9,1,5,1,5,1,5,1,5,1,7,1,7,1,6,0,6,0,5,1,5,1,10,0,10,0,8,0,8,0,6,0,6,0,8,0,8,0,8,0,8,0,6,0,9,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx187.krn-0 7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,9,0,9,0,7,0,7,0,9,0,9,0,6,0,6,0,7,0,7,0,5,0,5,0,8,-1,8,-1,6,-1,6,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1
d:\hsom\src\select\shanx187.krn-1 7,0,7,0,5,0,5,0,8,-1,8,-1,6,-1,6,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,-1,9,0,9,0,9,0,9,0,9,0,9,0,7,0,7,0,8,-1,8,-1,5,0,5,0,7,0,7,0,9,0,9,0
d:\hsom\src\select\shanx187.krn-2 9,0,9,0,9,0,9,0,9,0,9,0,7,0,7,0,8,-1,8,-1,5,0,5,0,7,0,7,0,9,0,9,0,7,0,7,0,7,0,8,-1,6,-1,6,-1,9,-1,9,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1
d:\hsom\src\select\shanx197.krn-0 9,0,9,0,6,0,6,0,9,0,9,0,6,0,6,0,5,1,5,1,8,0,5,1,6,0,6,0,6,0,6,0,9,0,9,0,5,0,5,0,7,0,7,0,7,0,7,0,5,1,5,1,8,0,5,1,6,0,6,0,6,0,6,0
d:\hsom\src\select\shanx197.krn-1 9,0,9,0,5,0,5,0,7,0,7,0,7,0,7,0,5,1,5,1,8,0,5,1,6,0,6,0,6,0,6,0,9,0,9,0,5,0,5,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,6,0,6,0,6,0,6,0
